882 3
1.000000 111.000000 12321.000000
1.000000 108.800000 11837.440000
1.000000 107.900000 11642.410000
1.000000 100.800000 10160.640000
1.000000 46.700000 2180.890000
1.000000 106.000000 11236.000000
1.000000 152.000000 23104.000000
1.000000 111.900000 12521.610000
1.000000 125.300000 15700.090000
1.000000 152.700000 23317.290000
1.000000 108.900000 11859.210000
1.000000 89.900000 8082.010000
1.000000 42.800000 1831.840000
1.000000 27.500000 756.250000
1.000000 43.000000 1849.000000
1.000000 104.600000 10941.160000
1.000000 92.600000 8574.760000
1.000000 87.300000 7621.290000
1.000000 66.900000 4475.610000
1.000000 11.300000 127.690000
1.000000 104.300000 10878.490000
1.000000 119.800000 14352.040000
1.000000 88.900000 7903.210000
1.000000 116.000000 13456.000000
1.000000 127.100000 16154.410000
1.000000 124.300000 15450.490000
1.000000 130.500000 17030.250000
1.000000 91.500000 8372.250000
1.000000 95.800000 9177.640000
1.000000 81.600000 6658.560000
1.000000 45.800000 2097.640000
1.000000 68.000000 4624.000000
1.000000 77.400000 5990.760000
1.000000 161.000000 25921.000000
1.000000 153.800000 23654.440000
1.000000 70.200000 4928.040000
1.000000 156.500000 24492.250000
1.000000 83.700000 7005.690000
1.000000 13.600000 184.960000
1.000000 69.200000 4788.640000
1.000000 110.000000 12100.000000
1.000000 77.800000 6052.840000
1.000000 66.700000 4448.890000
1.000000 71.500000 5112.250000
1.000000 12.300000 151.290000
1.000000 40.400000 1632.160000
1.000000 162.100000 26276.410000
1.000000 30.500000 930.250000
1.000000 64.400000 4147.360000
1.000000 135.000000 18225.000000
1.000000 51.700000 2672.890000
1.000000 123.200000 15178.240000
1.000000 82.100000 6740.410000
1.000000 123.100000 15153.610000
1.000000 94.800000 8987.040000
1.000000 58.200000 3387.240000
1.000000 80.700000 6512.490000
1.000000 30.500000 930.250000
1.000000 61.000000 3721.000000
1.000000 72.700000 5285.290000
1.000000 64.100000 4108.810000
1.000000 132.200000 17476.840000
1.000000 156.700000 24554.890000
1.000000 114.300000 13064.490000
1.000000 105.400000 11109.160000
1.000000 82.900000 6872.410000
1.000000 62.300000 3881.290000
1.000000 30.700000 942.490000
1.000000 160.000000 25600.000000
1.000000 41.800000 1747.240000
1.000000 15.000000 225.000000
1.000000 76.100000 5791.210000
1.000000 89.600000 8028.160000
1.000000 96.000000 9216.000000
1.000000 139.900000 19572.010000
1.000000 70.300000 4942.090000
1.000000 83.700000 7005.690000
1.000000 136.000000 18496.000000
1.000000 49.200000 2420.640000
1.000000 109.700000 12034.090000
1.000000 168.900000 28527.210000
1.000000 99.200000 9840.640000
1.000000 103.700000 10753.690000
1.000000 14.200000 201.640000
1.000000 53.400000 2851.560000
1.000000 48.300000 2332.890000
1.000000 106.700000 11384.890000
1.000000 166.000000 27556.000000
1.000000 140.300000 19684.090000
1.000000 40.400000 1632.160000
1.000000 89.500000 8010.250000
1.000000 104.600000 10941.160000
1.000000 144.200000 20793.640000
1.000000 138.600000 19209.960000
1.000000 97.500000 9506.250000
1.000000 70.100000 4914.010000
1.000000 128.000000 16384.000000
1.000000 84.900000 7208.010000
1.000000 112.700000 12701.290000
1.000000 18.200000 331.240000
1.000000 74.300000 5520.490000
1.000000 113.900000 12973.210000
1.000000 34.400000 1183.360000
1.000000 116.800000 13642.240000
1.000000 84.200000 7089.640000
1.000000 12.700000 161.290000
1.000000 96.700000 9350.890000
1.000000 43.400000 1883.560000
1.000000 137.800000 18988.840000
1.000000 67.700000 4583.290000
1.000000 44.100000 1944.810000
1.000000 114.700000 13156.090000
1.000000 152.800000 23347.840000
1.000000 105.600000 11151.360000
1.000000 108.600000 11793.960000
1.000000 111.700000 12476.890000
1.000000 112.000000 12544.000000
1.000000 84.300000 7106.490000
1.000000 35.100000 1232.010000
1.000000 60.100000 3612.010000
1.000000 64.700000 4186.090000
1.000000 86.000000 7396.000000
1.000000 41.500000 1722.250000
1.000000 133.600000 17848.960000
1.000000 130.700000 17082.490000
1.000000 53.600000 2872.960000
1.000000 86.100000 7413.210000
1.000000 142.500000 20306.250000
1.000000 146.100000 21345.210000
1.000000 88.300000 7796.890000
1.000000 68.200000 4651.240000
1.000000 114.300000 13064.490000
1.000000 113.300000 12836.890000
1.000000 148.500000 22052.250000
1.000000 77.500000 6006.250000
1.000000 89.000000 7921.000000
1.000000 27.700000 767.290000
1.000000 124.800000 15575.040000
1.000000 84.300000 7106.490000
1.000000 101.700000 10342.890000
1.000000 100.900000 10180.810000
1.000000 94.300000 8892.490000
1.000000 147.100000 21638.410000
1.000000 126.100000 15901.210000
1.000000 29.000000 841.000000
1.000000 17.300000 299.290000
1.000000 74.100000 5490.810000
1.000000 126.000000 15876.000000
1.000000 67.600000 4569.760000
1.000000 92.300000 8519.290000
1.000000 15.200000 231.040000
1.000000 18.700000 349.690000
1.000000 147.500000 21756.250000
1.000000 75.800000 5745.640000
1.000000 69.100000 4774.810000
1.000000 64.200000 4121.640000
1.000000 143.900000 20707.210000
1.000000 139.200000 19376.640000
1.000000 41.600000 1730.560000
1.000000 165.700000 27456.490000
1.000000 111.900000 12521.610000
1.000000 86.100000 7413.210000
1.000000 110.100000 12122.010000
1.000000 108.000000 11664.000000
1.000000 101.500000 10302.250000
1.000000 79.800000 6368.040000
1.000000 52.000000 2704.000000
1.000000 48.000000 2304.000000
1.000000 16.500000 272.250000
1.000000 98.500000 9702.250000
1.000000 146.800000 21550.240000
1.000000 94.000000 8836.000000
1.000000 122.400000 14981.760000
1.000000 136.800000 18714.240000
1.000000 74.200000 5505.640000
1.000000 55.900000 3124.810000
1.000000 80.200000 6432.040000
1.000000 104.600000 10941.160000
1.000000 106.800000 11406.240000
1.000000 147.200000 21667.840000
1.000000 41.000000 1681.000000
1.000000 67.200000 4515.840000
1.000000 147.900000 21874.410000
1.000000 80.200000 6432.040000
1.000000 90.500000 8190.250000
1.000000 83.600000 6988.960000
1.000000 95.700000 9158.490000
1.000000 129.900000 16874.010000
1.000000 124.000000 15376.000000
1.000000 102.300000 10465.290000
1.000000 58.200000 3387.240000
1.000000 83.100000 6905.610000
1.000000 147.900000 21874.410000
1.000000 83.000000 6889.000000
1.000000 25.400000 645.160000
1.000000 135.200000 18279.040000
1.000000 63.600000 4044.960000
1.000000 80.500000 6480.250000
1.000000 132.800000 17635.840000
1.000000 97.300000 9467.290000
1.000000 85.300000 7276.090000
1.000000 111.500000 12432.250000
1.000000 134.200000 18009.640000
1.000000 88.500000 7832.250000
1.000000 113.600000 12904.960000
1.000000 90.700000 8226.490000
1.000000 158.700000 25185.690000
1.000000 119.900000 14376.010000
1.000000 91.400000 8353.960000
1.000000 99.000000 9801.000000
1.000000 77.500000 6006.250000
1.000000 133.400000 17795.560000
1.000000 128.300000 16460.890000
1.000000 74.300000 5520.490000
1.000000 103.800000 10774.440000
1.000000 79.900000 6384.010000
1.000000 93.600000 8760.960000
1.000000 66.900000 4475.610000
1.000000 62.500000 3906.250000
1.000000 55.500000 3080.250000
1.000000 102.800000 10567.840000
1.000000 81.800000 6691.240000
1.000000 122.800000 15079.840000
1.000000 101.300000 10261.690000
1.000000 81.500000 6642.250000
1.000000 84.800000 7191.040000
1.000000 112.900000 12746.410000
1.000000 113.900000 12973.210000
1.000000 114.300000 13064.490000
1.000000 84.800000 7191.040000
1.000000 85.300000 7276.090000
1.000000 121.700000 14810.890000
1.000000 84.300000 7106.490000
1.000000 30.100000 906.010000
1.000000 83.800000 7022.440000
1.000000 158.900000 25249.210000
1.000000 69.300000 4802.490000
1.000000 97.100000 9428.410000
1.000000 147.100000 21638.410000
1.000000 150.200000 22560.040000
1.000000 54.200000 2937.640000
1.000000 67.400000 4542.760000
1.000000 112.000000 12544.000000
1.000000 159.000000 25281.000000
1.000000 44.400000 1971.360000
1.000000 167.600000 28089.760000
1.000000 61.600000 3794.560000
1.000000 58.800000 3457.440000
1.000000 49.300000 2430.490000
1.000000 60.600000 3672.360000
1.000000 59.700000 3564.090000
1.000000 101.000000 10201.000000
1.000000 80.500000 6480.250000
1.000000 112.300000 12611.290000
1.000000 81.500000 6642.250000
1.000000 94.800000 8987.040000
1.000000 34.800000 1211.040000
1.000000 127.200000 16179.840000
1.000000 22.800000 519.840000
1.000000 139.400000 19432.360000
1.000000 87.400000 7638.760000
1.000000 163.800000 26830.440000
1.000000 127.800000 16332.840000
1.000000 100.600000 10120.360000
1.000000 157.400000 24774.760000
1.000000 75.400000 5685.160000
1.000000 94.000000 8836.000000
1.000000 105.800000 11193.640000
1.000000 123.800000 15326.440000
1.000000 25.700000 660.490000
1.000000 76.500000 5852.250000
1.000000 34.100000 1162.810000
1.000000 141.000000 19881.000000
1.000000 92.200000 8500.840000
1.000000 93.100000 8667.610000
1.000000 137.200000 18823.840000
1.000000 93.900000 8817.210000
1.000000 153.800000 23654.440000
1.000000 163.500000 26732.250000
1.000000 152.700000 23317.290000
1.000000 105.000000 11025.000000
1.000000 113.300000 12836.890000
1.000000 30.900000 954.810000
1.000000 72.200000 5212.840000
1.000000 64.400000 4147.360000
1.000000 89.200000 7956.640000
1.000000 11.600000 134.560000
1.000000 71.300000 5083.690000
1.000000 100.800000 10160.640000
1.000000 120.800000 14592.640000
1.000000 113.900000 12973.210000
1.000000 166.400000 27688.960000
1.000000 171.000000 29241.000000
1.000000 91.900000 8445.610000
1.000000 103.900000 10795.210000
1.000000 104.100000 10836.810000
1.000000 22.400000 501.760000
1.000000 114.200000 13041.640000
1.000000 64.300000 4134.490000
1.000000 42.000000 1764.000000
1.000000 105.200000 11067.040000
1.000000 102.200000 10444.840000
1.000000 30.700000 942.490000
1.000000 106.400000 11320.960000
1.000000 157.700000 24869.290000
1.000000 167.800000 28156.840000
1.000000 89.200000 7956.640000
1.000000 174.300000 30380.490000
1.000000 59.800000 3576.040000
1.000000 155.800000 24273.640000
1.000000 92.400000 8537.760000
1.000000 66.900000 4475.610000
1.000000 85.200000 7259.040000
1.000000 90.500000 8190.250000
1.000000 77.700000 6037.290000
1.000000 107.
